,HCT116_DMSO_8h,HCT116_DMSO_24h,HCT116_HCQ_8h,HCT116_HCQ_24h,HCT116_Rem_8h,HCT116_Rem_24h,HepG2_DMSO_8h,HepG2_DMSO_24h,HepG2_HCQ_8h,HepG2_HCQ_24h,HepG2_Rem_8h,HepG2_Rem_24h,HT29_DMSO_8h,HT29_DMSO_24h,HT29_HCQ_8h,HT29_HCQ_24h,HT29_Rem_8h,HT29_Rem_24h,PLC_DMSO_8h,PLC_DMSO_24h,PLC_HCQ_8h,PLC_HCQ_24h,PLC_Rem_8h,PLC_Rem_24h
ENSG00000130762.14,127,125,56,31,35,396,172,131,163,156,90,55,356,197,117,81,963,61,316,32,22,39,18,42
ENSG00000130764.9,1812,1424,671,630,624,5241,1427,1181,1687,1242,1252,1498,1710,1084,687,407,5974,455,7532,557,408,868,522,2052
ENSG00000130766.4,281,262,469,439,615,5556,724,648,1296,1018,3419,2881,259,119,131,292,7742,574,893,88,191,405,445,1700
ENSG00000130768.14,108,102,38,38,55,402,24,25,20,13,14,16,280,164,70,59,1019,31,223,24,27,63,25,75
ENSG00000130770.17,1830,1589,630,702,613,4857,1038,843,1172,935,932,427,2745,1658,825,528,10873,557,7258,632,631,1557,626,1331
ENSG00000130772.13,176,155,68,50,57,461,163,158,141,91,96,189,86,51,36,31,388,49,494,50,51,133,34,118
ENSG00000130775.15,7,8,10,7,8,10,3,1,0,0,0,4,0,0,0,0,0,0,6,3,0,0,2,0
ENSG00000130779.19,928,820,296,456,239,3210,1052,702,980,905,986,1472,787,377,426,383,3936,350,8532,787,1307,2892,765,2261
ENSG00000130783.13,16,9,6,5,12,105,1,0,1,1,32,34,2,0,2,0,82,27,3,1,4,4,10,26
ENSG00000130787.13,54,32,11,18,15,213,35,14,19,24,16,31,51,33,21,8,153,3,114,8,18,30,15,13
ENSG00000130803.14,128,116,44,40,34,412,88,66,54,48,83,136,67,30,23,26,467,33,274,21,28,66,34,107
ENSG00000130810.19,342,282,67,34,71,457,150,74,78,70,28,55,267,143,51,19,476,32,968,75,30,65,29,84
ENSG00000130811.11,1728,1511,566,376,510,4802,1052,821,952,705,968,1211,1503,949,393,259,5914,326,4584,362,371,671,335,1300
ENSG00000130812.10,3,1,1,0,0,0,1,0,1,3,0,0,3,0,4,0,0,0,56,1,3,4,1,10
ENSG00000130813.17,32,30,9,8,15,119,146,106,72,85,62,40,42,17,19,20,129,5,1350,120,79,172,121,264
ENSG00000130816.15,2356,2108,556,529,828,5087,1357,1123,1228,777,915,654,1549,580,531,290,6285,494,5246,488,352,659,372,859
ENSG00000130818.11,40,27,6,8,6,125,57,57,49,44,131,188,36,23,5,8,230,39,14,3,0,0,2,19
ENSG00000130821.15,175,162,72,66,50,313,126,97,217,303,53,53,333,183,155,91,780,64,223,16,25,63,11,30
ENSG00000130822.15,0,0,0,0,0,0,2,1,1,8,4,0,1,1,1,1,16,2,0,0,0,1,0,0
ENSG00000130826.17,7647,5972,2590,1955,2278,22724,3547,2360,2778,2503,2691,4760,12243,6722,4404,1614,72261,3839,21149,1978,1691,3629,2129,6618
ENSG00000130827.6,73,88,47,30,22,171,89,66,89,128,67,73,155,86,88,92,595,94,308,21,20,54,36,79
ENSG00000130829.17,107,112,29,21,51,263,3847,3468,3425,2988,3503,1131,0,0,0,0,32,0,1648,140,109,151,127,241
ENSG00000130830.14,38,31,23,12,20,80,41,31,77,39,35,31,0,0,0,0,1,0,429,46,50,176,27,82
ENSG00000130844.16,1,0,0,0,2,3,155,135,127,109,94,89,241,132,50,12,1096,84,957,81,47,128,130,326
ENSG00000130856.16,106,107,49,44,33,491,189,117,138,115,96,235,99,45,52,32,399,40,647,67,66,142,51,190
ENSG00000130876.11,1,0,0,0,0,0,4,1,2,12,5,0,0,0,0,0,0,0,19,1,1,0,2,1
ENSG00000130881.13,63,49,19,22,14,202,103,45,69,66,99,64,0,0,0,0,3,0,526,27,60,132,56,141
ENSG00000130921.7,428,367,124,124,209,1657,164,109,94,94,121,103,250,95,64,66,1926,109,609,76,82,197,110,281
ENSG00000130935.9,1137,1144,385,325,482,2143,620,638,590,313,497,726,1285,479,486,273,4257,546,2034,204,128,293,109,396
ENSG00000130939.18,247,227,65,85,82,737,302,204,237,248,148,207,302,168,99,120,1636,87,1302,115,93,279,111,303
ENSG00000130940.14,43,42,23,62,10,310,105,88,109,120,100,135,324,180,153,129,2058,137,620,71,124,266,91,317
ENSG00000130943.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000130948.9,0,3,0,0,1,9,0,0,1,0,11,3,0,0,0,0,34,3,3,0,1,4,3,10
ENSG00000130956.13,119,119,48,68,44,254,217,194,331,273,157,113,94,47,43,53,313,13,1353,132,184,384,85,206
ENSG00000130957.4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130958.11,98,94,38,34,59,373,404,397,484,284,221,232,134,60,57,69,525,31,2034,227,99,170,128,266
ENSG00000130962.17,71,58,23,32,25,175,45,33,49,31,32,59,56,37,17,26,357,25,269,27,21,26,10,57
ENSG00000130985.16,1642,1719,726,592,631,4846,1598,1308,1156,935,1073,1282,2965,1423,913,614,10455,551,10640,997,803,1131,956,1924
ENSG00000130988.12,0,0,0,0,1,6,238,211,214,164,185,34,1,0,0,0,15,2,236,17,6,14,17,53
ENSG00000130997.16,14,17,4,6,4,46,2,3,1,2,16,6,5,5,0,0,91,9,15,0,9,16,11,10
ENSG00000131002.11,0,2,0,0,1,11,282,196,255,252,160,183,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000131013.3,666,497,152,196,187,1548,508,409,620,452,482,737,354,154,137,120,2180,138,1200,104,158,318,157,387
ENSG00000131015.4,30,25,22,18,14,96,0,0,0,0,0,0,12,4,9,11,66,3,10,1,0,4,2,0
ENSG00000131016.16,25727,23476,7330,9127,8240,57382,2787,1817,1776,1653,2120,10143,1940,937,810,241,11651,565,11048,930,983,2356,1488,2078
ENSG00000131018.22,49,24,21,29,9,248,135,89,136,120,114,205,26,10,15,13,185,40,714,90,187,397,76,205
ENSG00000131019.10,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000131023.12,114,96,25,24,26,246,109,79,105,88,93,252,114,63,59,63,625,50,391,45,44,80,55,139
ENSG00000131037.14,79,77,39,30,15,108,21,14,13,22,8,12,1144,642,206,112,3451,123,446,35,79,114,23,49
ENSG00000131043.11,461,392,164,109,144,1627,585,444,422,361,479,1099,779,493,236,128,3874,366,1787,136,83,148,165,594
ENSG00000131044.17,5,1,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000131050.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0
ENSG00000131051.22,2018,1648,763,701,739,7040,3510,2505,3773,3361,3089,4912,2984,1687,1682,982,20233,1400,7174,616,1174,1773,562,1908
ENSG00000131061.13,34,22,13,19,8,96,35,32,42,26,12,52,55,23,11,7,166,11,122,11,17,28,10,33
ENSG00000131067.16,14,16,9,7,7,69,114,69,68,112,69,69,11,4,4,2,72,4,171,15,15,42,16,49
ENSG00000131069.19,41,32,15,34,19,154,127,104,327,593,98,59,18,13,10,26,95,4,290,28,25,137,24,59
ENSG00000131080.14,0,0,0,0,2,1,104,52,155,116,111,172,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000131089.15,16,19,7,8,4,106,5,5,2,6,6,3,26,13,5,9,160,18,228,10,7,19,21,56
ENSG00000131094.3,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,886,77,60,86,112,106
ENSG00000131095.12,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,4,0,0
ENSG00000131096.10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,13,3,1
ENSG00000131097.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000131100.12,672,676,244,339,235,1642,665,653,1062,675,599,510,401,205,217,220,1583,142,3147,283,312,815,227,706
ENSG00000131115.15,28,33,5,6,12,65,19,12,20,10,14,39,27,4,12,9,116,27,173,27,3,33,18,53
ENSG00000131116.11,1762,1633,584,586,634,7951,2270,1706,1355,1433,1390,2156,2382,1442,804,676,10434,928,8100,728,640,1036,806,3214
ENSG00000131127.13,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,43,3,79,8,11,16,14,29
ENSG00000131143.8,5759,4899,2130,1759,1986,18197,4227,3386,4031,3469,3907,3397,5186,3100,1567,1210,23596,1243,15740,1246,1378,2699,1257,3622
ENSG00000131148.8,746,641,302,236,246,1708,502,454,677,346,289,423,642,313,228,147,1711,152,1168,102,122,199,63,228
ENSG00000131149.18,325,322,143,195,75,924,366,264,357,470,558,417,603,273,204,151,3156,235,1316,117,159,286,130,262
ENSG00000131153.8,601,492,176,111,168,728,400,358,265,158,201,80,442,230,164,50,1438,61,751,65,28,43,45,112
ENSG00000131165.14,638,640,195,202,221,1388,532,413,506,364,362,464,607,365,198,154,2695,162,1267,114,61,114,82,328
ENSG00000131171.12,142,126,47,56,38,347,146,118,82,104,123,50,171,87,65,33,700,45,1415,103,118,146,140,230
ENSG00000131174.4,802,818,454,343,372,2070,877,872,875,424,671,414,1826,779,517,626,6431,491,6677,607,401,973,355,860
ENSG00000131183.10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0
ENSG00000131187.9,413,354,130,65,134,1299,49,36,33,28,32,47,329,215,108,57,1155,92,160,12,13,22,10,33
ENSG00000131188.11,139,128,70,29,33,397,94,61,48,74,60,117,252,125,62,30,912,46,204,21,34,34,7,32
ENSG00000131196.17,95,106,43,45,29,447,1,0,0,0,0,2,0,1,0,0,4,0,2,0,3,6,0,0
ENSG00000131233.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000131236.16,1767,1604,690,647,561,4033,1782,1463,1692,1299,1499,2041,1850,958,728,548,8774,574,7315,752,654,1259,666,1717
ENSG00000131238.17,457,449,197,153,191,1268,1121,987,988,908,692,745,1739,850,670,523,5086,325,4389,444,432,1006,405,999
ENSG00000131242.17,42,26,14,26,17,195,736,694,568,490,455,135,396,274,139,176,1496,83,997,87,42,85,65,279
ENSG00000131263.12,214,209,75,87,58,837,171,144,192,143,208,351,399,242,169,105,2382,180,1075,96,138,243,128,350
ENSG00000131269.16,116,141,40,57,34,389,122,92,130,75,109,135,230,102,100,36,801,42,1175,98,74,142,68,213
ENSG00000131323.14,241,194,84,86,78,635,106,62,95,71,106,174,170,66,44,42,543,62,973,86,35,117,49,197
ENSG00000131351.14,259,238,84,64,73,479,133,82,103,73,114,99,118,67,56,26,564,43,332,30,63,104,23,53
ENSG00000131355.14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131368.7,454,342,96,83,133,1177,487,400,311,233,311,318,451,260,147,69,1951,150,1449,116,77,102,124,341
ENSG00000131370.15,303,247,105,123,75,803,7,2,1,3,5,7,14,8,4,7,37,16,62,12,4,14,8,28
ENSG00000131373.14,22,41,7,11,18,113,47,50,52,44,41,48,48,16,21,10,217,25,237,23,10,19,22,61
ENSG00000131374.14,251,232,117,110,77,949,428,255,434,358,384,271,163,81,73,41,919,68,1140,91,115,157,123,282
ENSG00000131375.9,143,120,46,49,43,422,261,170,260,156,167,168,110,61,34,50,403,37,617,76,26,67,61,190
ENSG00000131378.13,59,57,22,24,15,174,5,0,0,0,4,1,0,0,0,0,0,1,3,0,0,0,0,3
ENSG00000131379.9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131381.12,231,226,76,78,60,979,165,150,136,86,156,307,103,55,59,46,608,67,561,53,36,90,51,291
ENSG00000131386.17,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
ENSG00000131389.16,87,69,14,18,19,131,92,81,78,57,37,95,114,39,40,54,395,34,132,21,17,30,11,20
ENSG00000131398.13,10,15,2,2,0,21,17,4,6,13,0,1,7,3,3,4,50,3,250,24,10,68,22,39
ENSG00000131400.7,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,10,0,15,1,3,3,1,12
ENSG00000131401.11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,0,0
ENSG00000131408.13,61,76,42,44,25,272,56,60,85,77,48,72,116,40,51,67,377,84,919,107,100,284,52,281
ENSG00000131409.12,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,120,9,11,10,9,43
ENSG00000131435.12,0,0,0,0,0,0,57,43,21,25,38,20,16,2,2,2,74,2,0,0,0,0,0,0
ENSG00000131437.15,309,274,36,56,83,845,295,204,204,168,143,299,240,110,83,58,669,79,999,104,77,163,79,323
ENSG00000131446.16,230,241,75,52,66,656,377,342,380,234,228,314,373,155,165,145,911,95,2010,186,102,243,93,449
ENSG00000131459.12,17,16,5,5,4,36,0,3,5,0,2,2,2,0,0,0,2,0,5,4,9,10,1,3
ENSG00000131462.7,946,996,337,255,411,2139,1920,1593,1394,934,1308,397,1368,746,316,165,4332,274,6796,535,342,510,471,1075
ENSG00000131467.10,1384,1196,516,361,442,2562,1280,1142,1194,763,789,799,2293,1080,708,430,6941,398,6415,605,352,674,392,1280
ENSG00000131469.13,6096,5721,2353,2334,2933,20566,7748,7059,7190,5335,6305,7607,11351,4484,4209,3701,37807,3511,27572,2921,1696,2859,2079,5879
ENSG00000131470.14,162,155,58,37,63,310,118,93,83,60,108,77,143,54,51,44,650,102,316,30,29,59,22,99
ENSG00000131471.6,4,4,2,3,8,45,80,54,73,85,137,104,0,0,2,0,96,30,11,0,4,28,3,30
ENSG00000131473.16,886,879,485,550,369,1845,1360,1224,1994,2395,933,616,1358,651,547,442,4298,267,4325,318,335,878,270,666
ENSG00000131475.6,286,268,104,83,107,493,644,478,553,402,413,286,476,234,148,71,1290,101,2296,195,136,250,136,481
ENSG00000131477.10,0,0,0,0,0,0,4,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131480.8,2,9,1,4,2,23,4,1,5,3,18,30,5,1,1,1,58,13,1,0,0,4,3,6
ENSG00000131482.9,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,90,14,6,12,10,49
ENSG00000131495.8,673,649,301,229,277,2279,890,815,803,667,634,450,1148,581,351,290,4228,241,4168,401,312,805,345,709
ENSG00000131503.20,43,44,30,12,23,127,59,66,72,33,64,63,99,69,51,28,462,39,228,30,20,41,21,45
ENSG00000131504.16,2208,1901,591,448,603,4126,1206,729,824,635,876,872,2543,1245,695,398,11388,667,3032,299,143,346,261,638
ENSG00000131507.10,299,289,137,135,130,970,239,237,284,170,186,293,422,190,138,169,1458,178,1820,183,130,245,131,439
ENSG00000131508.15,1093,1046,602,452,429,3659,1408,1184,1280,1050,943,1303,2152,1073,876,587,7055,684,6199,552,385,854,424,1445
ENSG00000131558.14,116,140,44,47,37,455,210,151,201,173,104,85,400,282,176,151,1726,102,1269,104,150,237,129,342
ENSG00000131584.18,31,30,12,22,8,87,107,74,77,106,51,41,87,54,33,15,326,23,305,36,32,69,29,59
ENSG00000131591.17,40,39,13,11,21,170,34,12,40,29,27,34,75,60,30,13,334,14,253,34,18,42,32,66
ENSG00000131620.17,239,203,66,84,90,771,0,0,0,0,0,0,314,93,74,42,1362,161,0,0,1,0,0,0
ENSG00000131626.17,832,719,257,275,254,2349,580,345,604,522,368,655,1056,560,415,289,5198,386,2380,202,278,647,185,872
ENSG00000131634.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1
ENSG00000131650.13,33,57,16,13,13,85,29,12,17,13,9,3,1,0,0,2,8,0,184,12,21,34,20,10
ENSG00000131652.13,39,54,16,5,12,47,8,8,10,9,7,6,15,2,2,7,54,6,73,10,5,26,4,21
ENSG00000131653.12,294,335,89,97,140,988,288,238,251,254,266,267,709,261,230,257,2370,198,991,114,40,112,61,201
ENSG00000131668.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000131669.9,229,213,79,97,88,1250,1270,965,885,903,908,553,111,63,48,49,437,23,1653,135,119,231,138,410
ENSG00000131697.17,11,13,3,6,9,27,33,27,23,24,12,17,30,7,13,11,84,5,74,7,2,4,6,15
ENSG00000131711.14,165,187,50,63,99,2686,1862,1204,1874,2146,1023,2344,3,0,1,0,26,1,2295,240,225,942,232,838
ENSG00000131724.10,110,125,59,59,48,341,744,548,771,649,572,374,298,135,109,114,1231,83,2804,262,255,533,236,504
ENSG00000131725.13,79,79,37,37,34,196,35,26,34,33,33,69,72,40,38,33,399,26,321,19,50,82,34,103
ENSG00000131730.15,0,0,0,0,0,0,7,4,1,6,7,11,0,0,0,0,3,4,0,0,0,0,0,0
ENSG00000131732.11,328,238,55,89,107,950,389,331,307,275,246,202,231,91,73,45,1039,90,2052,177,58,172,187,337
ENSG00000131737.5,4,7,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000131746.12,319,373,116,95,65,1007,248,202,194,61,170,114,840,506,273,87,5310,430,2,0,0,0,3,6
ENSG00000131747.14,5701,5176,1485,1340,1567,14388,11752,8836,8338,4687,5703,2221,10498,5620,3538,1498,37681,2159,36277,3341,2295,2706,1726,3174
ENSG00000131748.15,259,272,104,71,109,778,386,290,277,285,287,369,385,179,99,100,1585,105,1698,186,102,245,159,499
ENSG00000131759.17,122,116,31,25,27,234,98,58,81,66,134,112,192,67,45,49,667,50,379,29,48,87,45,107
ENSG00000131771.13,1,0,0,0,0,0,0,0,0,0,0,0,71,36,26,14,457,4,0,0,1,0,0,0
ENSG00000131773.13,126,147,37,42,35,367,227,139,263,156,122,247,23,9,9,5,58,9,141,18,20,34,7,69
ENSG00000131778.18,463,450,106,90,163,1345,1091,751,762,706,837,762,335,189,83,60,1746,102,3116,276,171,218,256,679
ENSG00000131779.10,89,81,17,37,24,139,166,146,116,108,79,42,86,48,50,23,326,9,412,29,11,18,16,66
ENSG00000131781.12,0,0,0,0,0,2,102,79,98,131,40,15,0,0,0,0,2,1,184,22,14,76,11,22
ENSG00000131788.15,57,55,18,9,20,194,37,44,42,22,20,11,90,53,40,31,226,16,454,32,20,51,21,103
ENSG00000131791.7,100,119,87,77,43,468,512,472,572,583,472,587,43,24,24,16,244,47,629,52,69,162,51,280
ENSG00000131797.12,32,26,15,7,19,138,369,214,147,195,235,83,66,37,16,23,286,31,201,21,3,28,28,70
ENSG00000131808.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000131828.13,655,570,202,200,212,2016,722,680,672,480,580,348,1259,689,367,243,5063,282,5882,541,388,698,525,1252
ENSG00000131831.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,4
ENSG00000131844.15,92,80,29,25,49,253,322,336,358,166,199,177,345,146,101,90,1134,76,1002,83,47,66,80,152
ENSG00000131845.14,38,38,12,11,13,172,29,27,41,24,34,97,1,0,0,1,32,5,137,19,13,40,47,72
ENSG00000131848.9,46,57,26,15,14,98,69,67,70,64,55,47,52,40,26,35,424,19,341,26,35,77,29,73
ENSG00000131871.14,726,582,242,254,306,2567,506,388,582,565,309,474,939,381,395,511,4019,432,4413,427,315,1129,376,1522
ENSG00000131873.6,220,182,80,57,57,455,119,84,142,140,73,184,157,76,69,45,895,99,484,44,42,78,37,143
ENSG00000131876.16,171,131,41,57,57,186,92,99,100,50,67,58,265,95,77,69,1492,81,704,66,46,139,70,116
ENSG00000131899.10,31,32,13,14,18,86,58,39,72,39,33,36,73,9,23,18,112,16,143,18,7,2,5,25
ENSG00000131910.4,0,0,0,0,1,1,339,392,351,304,391,316,13,7,3,2,112,0,440,47,86,110,31,34
ENSG00000131914.10,2,1,0,1,0,2,0,0,0,0,0,2,1,0,0,0,3,0,1,1,0,0,0,0
ENSG00000131931.8,102,52,39,32,25,160,56,45,47,54,47,77,32,12,14,6,108,7,213,32,30,86,32,61
ENSG00000131941.7,100,89,37,48,24,165,52,46,69,71,53,64,180,74,77,68,848,75,706,42,52,55,74,297
ENSG00000131943.17,121,95,30,36,29,242,232,172,204,184,173,135,98,69,21,23,434,41,1618,110,68,121,131,336
ENSG00000131944.9,63,50,19,14,10,139,79,77,40,43,41,84,142,85,30,23,363,22,682,64,62,101,36,153
ENSG00000131951.11,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000131966.13,309,323,136,130,130,1354,355,326,273,233,296,393,224,151,75,82,1040,80,1930,164,154,200,185,518
ENSG00000131979.18,46,43,39,16,20,177,77,71,107,73,41,69,54,19,39,36,240,24,1161,110,50,121,116,281
ENSG00000131981.15,245,222,97,149,68,783,280,225,215,178,247,337,382,165,143,199,2008,105,1473,133,135,215,152,434
ENSG00000132000.12,3,2,1,2,0,14,0,0,1,0,1,0,5,0,0,1,3,3,2,0,0,0,0,0
ENSG00000132002.7,2535,2046,551,418,610,5060,2283,1635,1652,1386,1216,1673,1088,607,316,202,5535,504,4453,336,393,975,283,1009
ENSG00000132003.9,2,2,4,6,3,36,3,0,8,16,1,8,3,2,2,7,29,6,46,4,28,85,6,21
ENSG00000132004.12,74,74,11,21,24,129,52,32,43,41,29,38,120,66,35,12,134,8,174,12,17,40,6,41
ENSG00000132005.8,170,138,72,43,47,521,178,117,253,162,181,159,153,110,51,51,1021,54,620,57,128,230,54,136
ENSG00000132010.15,1,2,1,1,1,2,7,10,12,10,13,8,8,3,2,4,34,3,9,1,1,2,2,6
ENSG00000132016.11,4,3,0,2,0,12,5,7,1,4,3,3,7,3,3,0,39,10,60,7,4,8,3,29
ENSG00000132017.10,109,120,40,36,35,188,67,56,43,33,28,64,44,21,21,15,294,19,224,12,29,55,15,66
ENSG00000132024.17,89,68,22,14,24,296,98,65,61,75,52,41,62,43,18,18,266,30,303,34,18,66,25,71
ENSG00000132026.13,24,22,22,14,9,113,0,0,3,0,0,0,0,0,0,0,0,0,31,2,4,12,4,9
ENSG00000132031.12,0,0,1,0,4,0,424,423,372,322,337,88,2,0,1,4,8,1,24,0,0,4,3,9
ENSG00000132109.9,37,23,6,9,3,25,7,12,16,12,5,32,27,10,11,14,68,8,64,4,6,24,7,22
ENSG00000132122.11,10,9,1,1,5,48,25,10,9,12,12,13,6,3,0,1,28,3,92,11,7,9,16,20
ENSG00000132128.16,103,141,45,45,57,448,243,228,281,180,136,173,167,55,58,44,506,35,923,100,41,145,58,147
ENSG00000132141.13,4,1,2,1,0,5,6,7,15,12,8,5,10,3,2,10,46,0,23,1,2,1,1,7
ENSG00000132153.14,1140,1030,324,233,333,2341,571,410,399,300,333,475,472,268,150,73,1860,155,2061,164,137,209,141,446
ENSG00000132155.11,100,100,43,37,39,364,124,96,86,98,79,121,126,58,59,52,601,44,461,60,33,94,36,102
ENSG00000132164.9,0,0,0,0,3,0,431,285,360,435,289,252,0,0,0,0,3,0,0,0,0,0,0,1
ENSG00000132170.20,50,55,23,12,12,94,31,21,42,31,22,23,165,77,50,57,873,43,262,22,19,45,17,26
ENSG00000132182.11,145,131,54,51,85,648,329,248,268,258,227,156,367,176,109,74,1140,86,663,67,24,73,59,116
ENSG00000132185.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,9,1,0,20,1,4
ENSG00000132196.13,14,14,12,29,4,56,72,39,204,141,59,21,23,11,11,14,118,1,136,18,28,128,6,11
ENSG00000132199.18,255,205,70,62,105,783,203,173,119,130,138,114,324,204,93,56,1556,88,1479,113,102,129,111,263
ENSG00000132204.13,14,17,3,6,4,33,0,0,0,0,0,1,0,0,0,0,0,0,164,17,30,71,16,57
ENSG00000132205.10,89,93,37,22,19,341,56,34,34,22,14,37,36,29,18,18,109,13,320,32,42,56,19,93
ENSG00000132254.12,273,232,119,96,104,970,204,140,169,175,106,139,582,310,209,131,2131,179,772,71,84,181,50,256
ENSG00000132256.18,50,45,18,21,22,177,87,66,60,63,58,73,61,30,20,34,302,15,448,43,21,50,22,62
ENSG00000132274.15,0,0,0,0,1,0,3,3,10,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132275.10,383,316,99,74,116,865,315,149,148,211,316,383,564,276,162,82,2825,154,657,58,93,222,124,325
ENSG00000132286.11,149,136,26,47,55,610,184,155,176,182,90,164,371,188,106,87,1139,103,386,32,18,48,22,129
ENSG00000132294.14,821,741,200,331,210,2571,459,319,361,347,223,472,1384,666,449,439,3995,312,2493,242,168,376,178,660
ENSG00000132300.18,732,649,321,220,241,1609,1168,969,982,693,1018,1274,848,443,277,170,4218,343,3187,248,168,376,258,696
ENSG00000132305.20,1173,940,256,261,306,2394,1224,839,957,783,925,743,911,471,268,155,4441,210,3906,320,217,365,281,856
ENSG00000132313.14,566,475,143,117,222,1361,439,385,351,270,363,375,446,215,162,87,1777,119,1227,115,71,151,99,314
ENSG00000132321.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ENSG00000132323.8,210,216,77,73,105,493,174,135,208,110,132,147,269,113,79,49,671,84,629,60,27,50,44,134
ENSG00000132326.11,158,149,39,42,51,405,134,103,114,94,254,238,119,33,26,15,821,93,371,36,8,30,58,142
ENSG00000132329.10,153,118,39,56,37,243,4,6,5,12,6,7,1,1,2,5,13,0,0,0,2,4,0,0
ENSG00000132330.16,104,84,27,11,23,106,109,89,97,60,34,42,110,68,54,11,294,5,139,17,18,23,12,24
ENSG00000132334.16,56,71,21,30,11,188,1,0,0,1,0,2,79,36,29,25,473,24,1,0,0,1,0,0
ENSG00000132341.11,4115,3940,1550,1120,1881,9073,3755,4184,4118,1981,3449,3167,6990,3002,1930,1262,23207,2158,18823,1973,685,1228,1100,3729
ENSG00000132356.11,108,94,25,26,28,256,93,63,69,46,75,161,166,74,69,51,786,75,347,24,9,14,32,76
ENSG00000132357.13,0,0,0,0,0,0,15,13,18,6,4,22,30,18,18,15,131,15,122,7,7,33,8,40
ENSG00000132359.14,116,126,31,29,48,393,69,53,47,38,49,80,76,45,33,38,390,33,154,17,4,32,11,39
ENSG00000132361.16,1414,1346,375,307,567,2905,1146,845,840,580,781,874,1584,808,511,186,4434,381,3399,338,104,180,176,771
ENSG00000132376.19,132,132,68,65,48,459,59,36,36,60,35,61,106,61,37,81,638,50,256,20,32,99,36,88
ENSG00000132382.14,343,263,85,71,104,516,211,176,138,138,106,81,276,113,57,24,645,36,747,76,39,68,49,124
ENSG00000132383.11,422,454,178,151,163,1002,292,258,253,119,210,138,393,183,121,81,1354,113,1153,115,49,87,68,244
ENSG00000132386.10,1,0,1,0,19,6,2307,1947,2341,1915,1886,1358,0,0,0,0,27,1,110,7,7,30,14,18
ENSG00000132388.12,197,174,45,62,54,439,175,129,200,124,139,225,162,82,48,30,754,77,708,74,59,97,48,175
ENSG00000132394.10,60,58,12,10,16,134,69,41,37,46,45,39,89,47,18,12,310,11,117,9,2,7,9,42
ENSG00000132405.18,176,153,38,32,69,428,97,99,107,120,64,86,177,71,47,61,765,59,458,37,21,40,31,89
ENSG00000132406.11,9,16,1,5,4,46,15,7,9,6,10,19,28,8,10,13,97,10,83,9,2,7,6,19
ENSG00000132423.11,110,114,23,24,38,127,48,45,18,18,29,22,117,69,43,20,364,23,406,37,13,29,28,38
